1036,31.184347/121.441392,72785,54
285,30.957633/121.343012,470931,369
290,30.963144/121.39936,834594,648
156,30.892415/121.023553,1212078,926
2032,31.247886/121.391323,9910,7
400,31.021462/121.321255,1035917,812
1560,31.224718/121.344451,566692,575
2146,31.255905/121.430231,1306262,1026
280,30.956183/121.908274,147529,112
2066,31.250332/121.594504,1724543,1360
1185,31.198953/121.516066,42611,31
591,31.08705/121.503604,292364,267
1244,31.203225/121.399229,5559,4
1379,31.212833/121.423845,1400,1
2950,31.42225/121.355698,380259,301
212,30.918205/121.509992,625755,499
2863,31.378141/121.503801,5429,4
1817,31.237789/121.461058,39177,29
444,31.038201/121.216468,1669615,1343
2453,31.285418/121.47179,21081,16
345,30.999098/121.447826,2206068,1779
2052,31.249162/121.487899,473704,382
1054,31.186465/121.429887,986314,741
2980,31.456615/121.221022,161769,128
126,30.873326/121.284335,459982,371
600,31.08906/121.722984,711632,547
2021,31.246946/121.513919,166619,139
477,31.044667/121.46191,1466521,1182
2799,31.350476/121.519951,9779,8
2635,31.307911/121.518921,785920,624
930,31.170097/121.608906,153412,120
2330,31.271455/121.513192,68709,50
132,30.875057/121.324697,480470,374
2028,31.247569/121.41575,157680,131
1771,31.235847/121.536101,434067,342
2789,31.345443/121.596458,614229,476
855,31.157536/121.203337,2108301,1660
1515,31.221876/121.687381,231245,185
1876,31.240478/121.526884,2086139,1643
2748,31.333315/121.188402,371773,287
903,31.166058/121.403691,248106,194
16,30.73407/121.350673,972132,761
1275,31.205618/121.420639,0,0
675,31.115773/120.907942,4216,3
136,30.877822/121.548349,315062,257
2014,31.246573/121.495702,38141,29
892,31.16346/121.405127,2305513,1862
2983,31.460409/121.401649,1200296,967
2353,31.273966/121.429374,335095,282
1105,31.191818/121.538713,475907,366
739,31.132833/121.17281,391610,315
2684,31.317584/121.626266,49001,36
631,31.10366/121.420217,2258043,1763
2957,31.427978/121.433301,623403,491
2812,31.355737/121.403678,2451120,1893
334,30.992078/121.31207,59063,46
2979,31.456258/121.413525,564801,475
730,31.130862/121.091425,1202329,950
761,31.139656/121.378972,27649,20
2450,31.284953/121.489071,1045543,853
1191,31.19927/121.6228,2821,2
2552,31.29856/121.495449,9265,7
2923,31.409644/121.303936,124298,98
1310,31.209025/121.616514,2093966,1618
2057,31.24981/121.497427,0,0
2542,31.296656/121.483976,545918,442
299,30.97167/121.185692,12515,9
303,30.975316/121.349759,378725,304
583,31.082701/121.448694,1245905,970
1282,31.206458/121.562768,16907,13
1688,31.232857/121.475333,1286902,966
2158,31.256654/121.599709,48043,36
1045,31.185065/121.503655,141688,111
495,31.048845/121.231719,947328,803
1108,31.19206/121.438501,508868,391
1430,31.216528/121.439617,148099,115
443,31.037985/121.752781,403927,308
1776,31.236009/121.478941,1019265,764
931,31.17023/121.337413,3927709,3091
466,31.04139/121.741651,607630,477
1015,31.18158/121.295188,4223,3
771,31.142588/121.756503,28252,21
1799,31.236842/121.433815,5713,4
258,30.940176/121.086747,51240,39
1558,31.224551/121.547983,105085,76
1451,31.217323/121.753758,285924,229
2713,31.324464/121.387532,2032463,1599
2093,31.251894/121.464026,587314,447
1742,31.234796/121.533464,634481,490
2861,31.376717/121.539395,87403,67
2302,31.268538/121.49713,75560,61
2056,31.249796/121.582523,22647,18
1545,31.224027/121.423777,2870,2
176,30.900276/121.251645,1428,1
120,30.866941/121.595653,8408,7
2557,31.299183/121.628904,321098,249
2663,31.313065/121.417971,1389594,1103
2356,31.27431/121.448589,1056231,825
2222,31.261062/121.500145,367403,418
2472,31.288102/121.122551,80743,67
1499,31.220809/121.305363,887727,777
1323,31.209704/121.368486,161171,128
2544,31.29711/121.519384,2835,2
1878,31.240587/121.402322,236369,198
1579,31.225878/121.466952,6928,5
1144,31.195613/121.40425,936076,769
770,31.142218/121.413767,424622,327
968,31.17625/121.418829,20890,15
1647,31.230405/121.534439,2868,2
619,31.099642/121.449578,2311732,1888
467,31.041762/120.928733,140201,102
981,31.177291/121.405153,65648,56
446,31.038725/121.464203,663081,538
1273,31.205115/121.492127,6516,5
2329,31.271321/121.521621,4212,3
510,31.054254/121.087156,12542,11
1733,31.234499/121.463079,256714,192
1846,31.239149/121.488022,19811,19
2555,31.298752/121.491919,1204914,930
2061,31.25003/121.406481,9917,8
2999,31.497375/121.324955,58907,47
792,31.146551/121.235394,156161,137
106,30.852916/121.364997,195765,153
1956,31.243446/121.675041,397875,307
641,31.107362/121.020176,196473,156
2001,31.246106/121.443663,1136807,899
1297,31.207679/121.489691,745231,577
2835,31.365012/121.504701,61166,50
1269,31.204763/121.526768,210690,159
2342,31.273024/121.42572,155524,142
250,30.935837/121.561311,155702,126
698,31.121152/121.141999,1279559,1032
610,31.09599/121.238111,57218,45
1471,31.21882/121.436387,66238,54
175,30.900013/121.049649,371761,304
1066,31.188068/121.699562,0,0
1568,31.225266/121.444323,1369559,1334
2938,31.415037/121.260851,0,0
2904,31.397749/121.267217,378279,285
2657,31.312192/121.456456,547798,414
2116,31.253467/121.447489,0,0
535,31.060813/121.789941,0,0
829,31.154875/121.131226,519038,412
44,30.774911/121.259927,480714,361
1213,31.201009/121.610969,67179,54
1141,31.195139/121.385973,1094590,857
1114,31.192457/121.443575,5511,4
311,30.978325/121.70767,276962,215
2573,31.300163/121.504294,0,0
2322,31.270571/121.476897,0,0
1021,31.182198/121.390214,613078,481
496,31.049556/121.600672,438928,348
2114,31.253394/121.389864,589907,466
2963,31.432457/121.359456,25262,19
1296,31.207348/121.70185,582823,454
1479,31.219239/121.418564,286129,216
2018,31.246782/121.528695,2676,2
1498,31.220745/121.438858,26952,21
2502,31.291773/121.203129,188052,142
1795,31.236728/121.42407,436722,346
1301,31.208187/121.479316,2667,2
819,31.152182/121.564661,1593760,1225
165,30.89659/121.281933,498669,370
2484,31.289528/121.412608,0,0
412,31.025227/121.44251,1654693,1314
391,31.018662/121.420209,53353,41
1090,31.190389/121.457678,1246371,987
779,31.143835/120.935676,12698,9
2045,31.248587/121.277434,1708418,1283
2180,31.258551/121.584794,85221,63
75,30.824298/121.363989,452906,355
256,30.939279/121.074396,69625,54
245,30.934254/121.279662,819545,638
997,31.179594/121.55951,4197,3
2300,31.268106/121.49354,173321,129
293,30.966714/121.771375,300485,233
1055,31.186628/121.372116,450229,341
1286,31.206668/121.449678,117640,86
67,30.810888/121.234763,147578,114
837,31.155379/121.765101,0,0
185,30.902744/121.173518,8087,6
958,31.17446/121.798555,0,0
1245,31.203252/121.441646,2716,3
1293,31.207205/121.482691,1141227,907
845,31.156454/121.815297,230442,188
2739,31.331055/121.52962,286259,220
558,31.070433/121.467199,137339,109
1968,31.244229/121.475231,370837,283
752,31.137509/121.40768,4254192,3763
545,31.065995/121.314532,268258,205
2423,31.281567/121.557955,469660,421
2572,31.300119/121.532041,873865,711
918,31.168519/121.804669,473148,368
135,30.87706/121.856429,590205,467
525,31.05815/120.970188,362408,277
362,31.00953/121.052076,128129,101
98,30.844718/121.256228,220115,171
321,30.983966/121.737727,172013,137
576,31.080824/121.390896,1123239,884
2224,31.261499/121.457989,25611,19
2581,31.301024/121.509195,0,0
1684,31.23271/121.455345,625358,490
201,30.910239/121.419143,174351,135
2469,31.287632/121.458734,800899,619
738,31.132785/121.413457,1852868,1476
682,31.116903/121.595022,1205838,918
2606,31.30379/121.455146,16619,13
2477,31.288667/121.527375,1376482,1073
2341,31.273019/121.307617,2128597,1673
2273,31.265918/121.428644,21020,16
666,31.113159/121.06421,214854,165
1998,31.246038/121.531441,19464,14
171,30.898595/121.030128,257551,195
2344,31.273183/121.488391,844560,655
1794,31.23672/121.488128,1410,1
629,31.10346/121.419988,5606,4
308,30.976672/121.459345,11116,9
2107,31.252686/121.491508,0,0
2630,31.307268/121.521916,3533642,2735
2185,31.258677/121.392956,301061,249
1634,31.22978/121.540987,25107,19
790,31.146311/121.399951,5019602,3952
454,31.039158/121.239632,761961,598
2187,31.25879/121.627202,346103,285
1423,31.216154/121.557057,7072,5
340,30.995671/121.095344,9304,8
825,31.154144/121.118793,3959,4
1179,31.198673/121.479377,42649,35
884,31.162714/121.772242,1023713,818
2297,31.267826/121.521146,276627,241
2677,31.316557/121.516135,318738,252
2644,31.310089/121.640057,153397,115
1449,31.217261/121.391532,232988,196
2262,31.26484/121.498029,327736,255
661,31.112344/121.480257,1100235,1138
2929,31.410799/121.48934,4240,4
797,31.148785/121.115114,338480,259
2882,31.387389/121.431922,421417,338
881,31.162282/121.426688,558743,437
640,31.106759/121.398956,744197,567
1746,31.234885/121.529933,22135,18
183,30.901978/121.452316,167539,125
482,31.045319/121.846169,114035,98
1990,31.245524/121.496417,0,0
2537,31.295646/121.498045,6995,6
776,31.143681/121.353698,171631,131
1093,31.190828/121.420662,28421,20
917,31.168501/121.402505,43075,42
124,30.872205/121.530081,936949,705
1341,31.2106/121.411728,21192,17
2747,31.333313/121.333805,221675,172
2249,31.263678/121.468663,570774,453
2732,31.327488/121.437837,1169758,912
1126,31.193686/121.423417,150118,115
178,30.900531/121.399787,53038,39
2786,31.344675/121.443963,2119130,1713
2520,31.294157/121.432501,4295,3
2761,31.337262/121.473928,1991693,1720
2260,31.264503/121.715846,204466,157
309,30.977355/121.74808,95951,75
1225,31.20188/121.479048,5565,4
1240,31.202912/121.712449,236971,192
2393,31.278028/121.583992,83269,66
2670,31.314684/121.522729,46296,34
1827,31.238199/121.484427,5225,4
301,30.974035/121.554233,658309,512
1409,31.214958/121.527054,1191189,927
265,30.945561/121.150834,458215,344
777,31.143754/121.434357,753131,606
1913,31.241762/121.50497,1211063,935
587,31.08532/121.237002,301859,252
691,31.119806/121.071074,356928,285
505,31.052639/121.761696,875605,681
2447,31.284348/121.564303,32379,34
1397,31.214193/121.376945,200676,152
2560,31.299322/121.445001,15705,13
160,30.894639/121.21016,326541,260
1262,31.204179/121.538588,1319813,1023
2004,31.246176/121.494923,18395,16
2242,31.263107/121.456686,1438,1
549,31.068209/121.373076,444822,356
210,30.916416/121.467057,7045,6
1705,31.233431/121.471698,8500,6
800,31.149628/121.43924,903057,696
1400,31.214561/121.298904,1601383,1345
1353,31.21138/121.728982,64651,59
725,31.128227/121.45441,1269959,1013
942,31.17247/121.404203,1764817,1362
618,31.099126/121.813976,84853,71
1946,31.242967/121.51048,129052,100
570,31.075694/121.505294,95019,69
2375,31.276349/121.39526,595274,474
2671,31.315405/121.532388,11232,10
1766,31.235501/121.402602,4140,4
476,31.044065/121.537499,71624,55
685,31.117844/121.402074,2126079,1681
139,30.880213/121.907656,12403,9
1,30.715526/121.351073,1689511,1337
2042,31.248325/121.158122,113052,86
2408,31.279562/121.467095,185104,134
222,30.920156/121.488943,592533,486
2227,31.261655/121.474716,44592,36
147,30.889117/121.317123,77396,60
936,31.17148/121.411456,12926,10
2041,31.248296/121.492384,0,0
1797,31.236743/121.36086,147814,110
1094,31.190941/121.420437,0,0
766,31.140855/121.360032,2049405,1663
2136,31.255025/121.199554,783041,618
1477,31.219133/121.524846,297090,242
509,31.054051/121.741771,8362,7
2048,31.248836/121.463246,42423,35
1305,31.208476/121.466867,11311,8
1071,31.188332/121.405187,15275,13
1127,31.193771/121.546521,48037,36
138,30.879413/121.704723,29652,24
1154,31.196135/121.558528,452083,353
164,30.89577/121.697282,118579,92
2585,31.301233/121.167693,18129,16
47,30.781759/121.168333,146721,106
1758,31.23537/121.522706,42732,33
1311,31.20907/121.436851,0,0
2629,31.307215/121.486962,1148386,921
2879,31.384742/121.277311,115006,98
2419,31.280452/121.480426,846113,701
2604,31.303478/121.55082,671156,512
889,31.1634/121.396418,162204,124
1325,31.209872/121.409627,31178,22
1041,31.184888/121.510295,1181352,934
694,31.120753/121.381579,1466791,1128
811,31.150865/121.336324,16624,13
41,30.770905/121.407376,82621,60
2503,31.292008/121.36941,637244,500
1982,31.244865/121.549508,5547,4
2191,31.259098/121.373134,46710,37
1750,31.235072/121.518805,586808,482
61,30.802409/121.205114,449008,342
2439,31.283777/121.379482,2878,7
990,31.178088/121.413515,785924,619
2589,31.301749/121.457406,824592,634
2196,31.259353/121.427018,7770,6
435,31.035335/121.117893,435761,339
93,30.841016/121.482504,114965,89
1834,31.238579/121.49665,1261,1
749,31.136777/121.546762,706865,539
2391,31.27795/121.538718,923198,718
2033,31.247955/121.495452,66870,54
840,31.15562/121.130864,30527,23
2252,31.264003/121.489834,67643,52
2770,31.339114/121.321261,1681833,1350
1895,31.241084/121.467265,35264,27
1907,31.241577/121.485099,12821,10
546,31.06623/121.321933,3441594,2717
329,30.99055/121.126163,191506,147
1208,31.200783/121.446011,522849,400
2374,31.276317/121.524794,1171343,907
1948,31.243013/121.416207,983820,766
1706,31.233452/121.480931,68955,53
1018,31.182032/121.388195,15338,11
2031,31.247703/121.536476,2859,2
448,31.038898/121.23984,109919,84
1832,31.238517/121.429012,55812,41
1738,31.234737/121.513936,31888,23
2935,31.414397/121.481621,1697858,1315
2416,31.280339/121.402957,941330,727
1778,31.236104/121.375177,1251116,993
1313,31.209182/121.752433,495196,398
1433,31.216651/121.604749,34101,25
710,31.12408/121.716759,877027,670
1718,31.233973/121.41641,1351582,1030
1201,31.200249/121.443811,953125,732
1168,31.197573/121.37641,312123,252
69,30.814394/121.18284,157959,134
1111,31.19232/121.142889,1067852,811
1966,31.244007/121.482838,0,0
524,31.058092/121.235964,441155,338
1950,31.243061/121.517168,46944,40
1690,31.232893/121.380242,539965,422
1761,31.23543/121.447652,819957,637
604,31.092058/121.38753,4239081,3374
1773,31.235929/121.449652,3813967,2894
935,31.171101/121.507145,715557,560
1597,31.227348/121.350438,15042,12
2303,31.268642/121.332479,3006783,2403
1267,31.204614/121.432408,799053,614
1304,31.208403/121.441631,10046,7
312,30.978506/121.447689,1274035,981
1917,31.242039/121.687875,165968,125
111,30.860242/121.79388,830195,631
427,31.032565/121.409407,1376846,1069
63,30.802978/121.397313,123662,109
2051,31.249067/121.543826,0,0
2288,31.267478/121.5468,430228,346
1164,31.197152/121.444999,77065,58
1037,31.184426/121.15811,496138,358
2910,31.402222/121.493387,1556466,1583
724,31.127879/121.452728,297477,273
459,31.039725/121.225427,50291,39
326,30.988441/121.87486,602081,470
578,31.08111/121.263537,1560740,1229
2092,31.251883/121.418603,579817,464
2933,31.41351/121.367585,57443,47
1188,31.199128/121.540588,5708,4
2740,31.331242/121.225906,346936,268
902,31.166046/121.642137,124348,95
2036,31.248117/121.466399,14101,10
2457,31.285861/121.507007,482356,379
539,31.063443/121.227299,0,0
569,31.075231/121.436269,1177155,916
2318,31.270302/121.398224,96819,71
2460,31.286066/121.474323,211725,154
173,30.899117/121.175731,1249174,977
53,30.796696/121.200272,149855,134
1555,31.224452/121.511537,875960,724
956,31.174304/121.436093,32742,35
2479,31.289072/121.481426,45537,36
1478,31.219143/121.418582,2862,3
1023,31.1823/121.394288,1414,1
1592,31.22714/121.391029,497096,372
121,30.867598/121.198612,63126,59
488,31.046753/121.062205,5632,4
1701,31.233185/121.481944,22241,17
1097,31.191178/121.46648,15476,12
78,30.828106/121.187081,58122,49
28,30.741693/121.367052,638189,486
2838,31.366638/121.43543,681452,535
271,30.948533/121.465504,160397,131
1435,31.216682/121.468605,8382,6
1162,31.19708/121.382863,1260,1
998,31.179738/121.422728,8254,6
1985,31.245183/121.484965,82444,61
426,31.032045/121.783775,406478,323
1502,31.221201/121.497347,174591,135
993,31.178673/121.521509,7937,6
894,31.164195/121.330502,3118170,2486
1785,31.236339/121.52576,1413,1
543,31.065206/121.803371,703898,558
1158,31.196975/121.440602,1433,1
1102,31.1917/121.440205,0,0
21,30.736093/121.355957,91222,68
1798,31.236828/121.514196,179919,133
1287,31.206761/121.399923,19743,16
2231,31.262032/121.117499,650371,493
2796,31.348925/121.178176,60378,44
1692,31.23301/121.442524,329257,260
593,31.087196/121.505435,74117,59
155,30.891706/121.171358,12749,10
1396,31.214115/121.406884,323165,246
2757,31.336058/121.274257,5352,5
2899,31.396658/121.496972,1068007,883
1000,31.180043/121.609028,86325,64
2994,31.486/121.243442,12614,9
817,31.152157/121.514858,3576593,2873
1670,31.231687/121.32576,1066671,920
2809,31.355364/121.537096,1529793,1186
1638,31.229998/121.538807,5590,4
57,30.799332/121.268825,583636,455
2844,31.370243/121.576881,61529,50
2019,31.246871/121.409978,14015,12
1312,31.209182/121.535827,936467,711
1940,31.242837/121.455083,403491,327
1005,31.180581/121.527653,58038,46
2349,31.273451/121.681542,534128,433
2482,31.289489/121.341656,362430,295
1375,31.212572/121.537172,8151,6
1463,31.218022/121.504024,182391,139
1974,31.24453/121.518623,1433,1
588,31.085713/120.966216,46644,38
852,31.157151/121.431115,131139,102
2917,31.405231/121.506638,1944124,1514
2428,31.281993/121.464732,58028,43
554,31.069757/121.399847,1346744,1054
1772,31.235908/121.57067,6891,5
425,31.031459/121.300841,866227,658
31,30.747024/121.287991,151374,114
1377,31.212718/121.447853,742382,590
1317,31.209454/121.524245,7966,7
1783,31.23626/121.493692,1418,1
1148,31.19565/121.439802,25320,18
1942,31.242864/121.426322,14071,10
3,30.716187/121.349498,1838755,1450
2354,31.273982/121.512661,1723333,1344
1864,31.239763/121.540092,280723,217
1167,31.197573/121.454035,331532,263
643,31.108792/121.061126,65515,48
1238,31.202814/121.41625,0,0
897,31.165339/121.427732,1112989,885
996,31.17939/121.754087,610826,468
367,31.011339/121.296295,583274,461
1316,31.209424/121.530284,26589,21
1589,31.226773/121.480316,10010,10
396,31.019982/121.244295,976826,778
2132,31.254863/121.509673,0,0
2096,31.252241/121.57094,558203,425
844,31.156365/121.41831,37961,28
328,30.990222/121.082742,33262,27
2306,31.268884/121.44402,21277,18
1700,31.233151/121.530498,58810,46
1978,31.244604/121.51606,5681,4
816,31.152045/121.420017,94508,70
